Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients_with_Concentration,Effects
19-24,Combination,T-Zone Oily Cheeks Dry,No,Acne,Cystic,Zinc PCA + Benzoyl Peroxide 2.5% + Salicylic Acid 2%,"Controls sebum production, Kills acne-causing bacteria, Unclogs pores and removes excess oil"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Pigmented,Vitamin C 10% + Hyaluronic Acid 1% + Caffeine 3%,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Improves blood circulation under eyes"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Vascular,Caffeine 3% + Niacinamide 5% + Vitamin C 10%,"Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dark Spots,General,Niacinamide 5% + Kojic Acid 1% + Licorice Extract 2%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dullness,General,Lactic Acid + Hyaluronic Acid 1% + Vitamin C 10%,"Gently exfoliates and improves skin radiance, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Hyperpigmentation,General,Tranexamic Acid 2% + Licorice Extract 2% + Vitamin C 10%,"Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Open Pores,General,Clay + Green Tea Extract 3% + Niacinamide 5%,"Absorbs excess oil and tightens pores, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Redness,General,Centella Asiatica + Niacinamide 5% + Aloe Vera,"Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Sun Tan,General,Aloe Vera + Niacinamide 5% + Licorice Extract 2%,"Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Whiteheads / Blackheads,General,Willow Bark Extract + Salicylic Acid 2% + Glycolic Acid,"Naturally exfoliates and clears pores, Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Wrinkles,General,Niacinamide 5% + Hyaluronic Acid 1% + Coenzyme Q10,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Provides antioxidant protection and supports skin repair"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Comedonal,Salicylic Acid 2% + Niacinamide 5% + Benzoyl Peroxide 2.5%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Inflammatory,Benzoyl Peroxide 2.5% + Niacinamide 5% + Zinc PCA,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Controls sebum production"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Fungal,Niacinamide 5% + Benzoyl Peroxide 2.5% + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Cystic,Zinc PCA + Salicylic Acid 2% + Green Tea Extract 3%,"Controls sebum production, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Pigmented,Caffeine 3% + Hyaluronic Acid 1% + Licorice Extract 2%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Vascular,Vitamin C 10% + Licorice Extract 2% + Niacinamide 5%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Spots,General,Niacinamide 5% + Licorice Extract 2% + Vitamin C 10%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dullness,General,Hyaluronic Acid 1% + Niacinamide 5% + Lactic Acid,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Gently exfoliates and improves skin radiance"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Hyperpigmentation,General,Vitamin C 10% + Niacinamide 5% + Tranexamic Acid 2%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Open Pores,General,Green Tea Extract 3% + Salicylic Acid 2% + Niacinamide 5%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Redness,General,Aloe Vera + Chamomile Extract + Niacinamide 5%,"Soothes and hydrates irritated skin, Calms redness and irritation, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Sun Tan,General,Niacinamide 5% + Licorice Extract 2% + Aloe Vera,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Whiteheads / Blackheads,General,Niacinamide 5% + Glycolic Acid + Zinc PCA,"Reduces inflammation and regulates sebum, Exfoliates dead skin cells and smooths skin, Controls sebum production"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Wrinkles,General,Hyaluronic Acid 1% + Peptides + Coenzyme Q10,"Hydrates and plumps the skin, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Comedonal,Salicylic Acid 2% + Zinc PCA + Green Tea Extract 3%,"Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Inflammatory,Salicylic Acid 2% + Zinc PCA + Green Tea Extract 3%,"Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Fungal,Benzoyl Peroxide 2.5% + Green Tea Extract 3% + Niacinamide 5%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Cystic,Azelaic Acid 10% + Niacinamide 5% + Zinc PCA,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Controls sebum production"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Pigmented,Caffeine 3% + Hyaluronic Acid 1% + Caffeine 3%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Reduces puffiness and improves circulation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Vascular,Niacinamide 5% + Caffeine 3% + Licorice Extract 2%,"Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dark Spots,General,Kojic Acid 1% + Niacinamide 5% + Alpha Arbutin 2%,"Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dullness,General,Niacinamide 5% + Green Tea Extract 3% + Vitamin C 10%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Hyperpigmentation,General,Alpha Arbutin 2% + Niacinamide 5% + Tranexamic Acid 2%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Open Pores,General,Clay + Salicylic Acid 2% + Azelaic Acid 10%,"Absorbs excess oil and tightens pores, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Redness,General,Niacinamide 5% + Centella Asiatica + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Sun Tan,General,Niacinamide 5% + Licorice Extract 2% + Vitamin C 10%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Whiteheads / Blackheads,General,Zinc PCA + Glycolic Acid + Salicylic Acid 2%,"Controls sebum production, Exfoliates dead skin cells and smooths skin, Unclogs pores and removes excess oil"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Wrinkles,General,Coenzyme Q10 + Retinol 0.1% + Niacinamide 5%,"Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Acne,Comedonal,Salicylic Acid 2% + Green Tea Extract 3% + Niacinamide 5%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Acne,Inflammatory,Azelaic Acid 10% + Niacinamide 5% + Benzoyl Peroxide 2.5%,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
25-36,Normal,Normal to Dry,Yes,Acne,Fungal,Zinc PCA + Green Tea Extract 3% + Niacinamide 5%,"Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Acne,Cystic,Niacinamide 5% + Zinc PCA + Benzoyl Peroxide 2.5%,"Reduces inflammation and regulates sebum, Controls sebum production, Kills acne-causing bacteria"
25-36,Normal,Normal to Dry,Yes,Dark Circles,Pigmented,Caffeine 3% + Vitamin C 10% + Niacinamide 5%,"Reduces puffiness and improves circulation, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Dark Circles,Vascular,Hyaluronic Acid 1% + Licorice Extract 2% + Caffeine 3%,"Hydrates and plumps the skin, Lightens dark spots and evens skin tone, Reduces puffiness and improves circulation"
25-36,Normal,Normal to Dry,Yes,Dark Spots,General,Vitamin C 10% + Kojic Acid 1% + Licorice Extract 2%,"Brightens skin and reduces pigmentation, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
25-36,Normal,Normal to Dry,Yes,Dullness,General,Green Tea Extract 3% + Lactic Acid + Hyaluronic Acid 1%,"Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance, Hydrates and plumps the skin"
25-36,Normal,Normal to Dry,Yes,Hyperpigmentation,General,Tranexamic Acid 2% + Vitamin C 10% + Niacinamide 5%,"Reduces melanin production and pigmentation, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Open Pores,General,Salicylic Acid 2% + Azelaic Acid 10% + Clay,"Unclogs pores and removes excess oil, Reduces acne and improves skin texture, Absorbs excess oil and tightens pores"
25-36,Normal,Normal to Dry,Yes,Redness,General,Green Tea Extract 3% + Aloe Vera + Niacinamide 5%,"Provides antioxidant and anti-inflammatory benefits, Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Sun Tan,General,Aloe Vera + Niacinamide 5% + Alpha Arbutin 2%,"Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
25-36,Normal,Normal to Dry,Yes,Whiteheads / Blackheads,General,Salicylic Acid 2% + Niacinamide 5% + Willow Bark Extract,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Naturally exfoliates and clears pores"
25-36,Normal,Normal to Dry,Yes,Wrinkles,General,Retinol 0.1% + Peptides + Hyaluronic Acid 1%,"Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness, Hydrates and plumps the skin"
25-36,Normal,Normal to Dry,No,Acne,Comedonal,Salicylic Acid 2% + Azelaic Acid 10% + Green Tea Extract 3%,"Unclogs pores and removes excess oil, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits"
25-36,Normal,Normal to Dry,No,Acne,Inflammatory,Benzoyl Peroxide 2.5% + Azelaic Acid 10% + Salicylic Acid 2%,"Kills acne-causing bacteria, Reduces acne and improves skin texture, Unclogs pores and removes excess oil"
25-36,Normal,Normal to Dry,No,Acne,Fungal,Salicylic Acid 2% + Zinc PCA + Green Tea Extract 3%,"Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
25-36,Normal,Normal to Dry,No,Acne,Cystic,Niacinamide 5% + Green Tea Extract 3% + Salicylic Acid 2%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
25-36,Normal,Normal to Dry,No,Dark Circles,Pigmented,Licorice Extract 2% + Caffeine 3% + Niacinamide 5%,"Lightens dark spots and evens skin tone, Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,No,Dark Circles,Vascular,Caffeine 3% + Vitamin C 10% + Niacinamide 5%,"Improves blood circulation under eyes, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,No,Dark Spots,General,Vitamin C 10% + Niacinamide 5% + Kojic Acid 1%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration"
25-36,Normal,Normal to Dry,No,Dullness,General,Lactic Acid + Vitamin C 10% + Green Tea Extract 3%,"Gently exfoliates and improves skin radiance, Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits"
25-36,Normal,Normal to Dry,No,Hyperpigmentation,General,Vitamin C 10% + Tranexamic Acid 2% + Niacinamide 5%,"Brightens skin and reduces pigmentation, Reduces melanin production and pigmentation, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,No,Open Pores,General,Azelaic Acid 10% + Green Tea Extract 3% + Niacinamide 5%,"Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,No,Redness,General,Chamomile Extract + Aloe Vera + Niacinamide 5%,"Calms redness and irritation, Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,No,Sun Tan,General,Alpha Arbutin 2% + Niacinamide 5% + Licorice Extract 2%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
25-36,Normal,Normal to Dry,No,Whiteheads / Blackheads,General,Willow Bark Extract + Glycolic Acid + Salicylic Acid 2%,"Naturally exfoliates and clears pores, Exfoliates dead skin cells and smooths skin, Unclogs pores and removes excess oil"
25-36,Normal,Normal to Dry,No,Wrinkles,General,Hyaluronic Acid 1% + Niacinamide 5% + Coenzyme Q10,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Provides antioxidant protection and supports skin repair"
25-36,Normal,Normal to Oily,Yes,Acne,Comedonal,Benzoyl Peroxide 2.5% + Green Tea Extract 3% + Salicylic Acid 2%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
25-36,Normal,Normal to Oily,Yes,Acne,Inflammatory,Zinc PCA + Benzoyl Peroxide 2.5% + Azelaic Acid 10%,"Controls sebum production, Kills acne-causing bacteria, Reduces acne and improves skin texture"
25-36,Normal,Normal to Oily,Yes,Acne,Fungal,Zinc PCA + Salicylic Acid 2% + Green Tea Extract 3%,"Controls sebum production, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
25-36,Normal,Normal to Oily,Yes,Acne,Cystic,Benzoyl Peroxide 2.5% + Salicylic Acid 2% + Niacinamide 5%,"Kills acne-causing bacteria, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Oily,Yes,Dark Circles,Pigmented,Licorice Extract 2% + Caffeine 3% + Niacinamide 5%,"Lightens dark spots and evens skin tone, Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Oily,Yes,Dark Circles,Vascular,Caffeine 3% + Licorice Extract 2% + Caffeine 3%,"Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone, Improves blood circulation under eyes"
25-36,Normal,Normal to Oily,Yes,Dark Spots,General,Licorice Extract 2% + Niacinamide 5% + Kojic Acid 1%,"Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration"
